WBGeneID,mean.rlog.counts,var.rlog.counts,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
WBGene00000035,8.354189730260332,0.4919175975220979,976.691126789867,-2.8382630782969653,0.7856410565287623,-3.6126715307336497,3.0305850156956034e-4,0.0016670676146371,depleted
WBGene00000036,12.014408178113671,0.09119137079363045,2248.2880660762253,1.84998925882735,0.4262415989217951,4.340236296755207,1.4232958028612322e-5,1.129640391018462e-4,enriched
WBGene00000037,8.566295937754964,0.36784477143282407,1000.8285314047287,-2.168446462538817,0.5391072643982676,-4.022291305903956,5.763471415130909e-5,3.94350943580871e-4,depleted
WBGene00000038,6.632491268909288,0.5199246412153091,96.32144120137804,-0.211961529131151,0.7053993414711384,-0.30048444429944715,0.7638076601810353,0.8514096894844989,no_sig_diff
WBGene00000039,7.867680946371073,1.298523810457932,3721.0356660469315,-4.863094068391771,1.4136222378184544,-3.4401652282272015,5.813591547484339e-4,0.0029352216246941285,depleted
WBGene00000040,13.649570272597273,0.13032896731833496,8756.017205233855,2.8243671298330777,0.3297882881676978,8.564182632213074,1.088451977378738e-17,4.60303877440708e-16,enriched
WBGene00000041,15.045497934514922,0.3451569454231954,25857.548933376645,0.5190716674256326,0.33889833864144486,1.5316441783292762,0.12561026438220255,0.23573798303005483,no_sig_diff
WBGene00000042,5.05419183621346,0.3420553492601869,77.91363768873826,-1.7469291780481757,0.7876386611757674,-2.2179322374049075,0.026559453051979598,0.07042132351190941,no_sig_diff
WBGene00000043,3.828688070794165,0.6773161180953015,39.228002441010865,-2.4776922186696626,1.0169309159309876,-2.436441040246442,0.014832587283920888,0.043739238980594584,no_sig_diff
WBGene00000044,4.477437412649761,0.3870872403179117,68.06052373704559,-1.735154414492924,0.7921876417173037,-2.1903325968724503,0.028500124436050312,0.07453709581873688,no_sig_diff
WBGene00000045,3.2929228278785816,0.0380770261455958,15.572074133582884,-0.9365036813030148,0.9342309332007828,-1.0024327476445736,0.31613463248716966,0.46357450673548056,no_sig_diff
WBGene00000046,5.69649672950593,0.1714284850696284,64.17519397469579,-1.6034357813758278,0.6858869228135301,-2.3377552888725197,0.01939994622864905,0.054364748062154425,no_sig_diff
WBGene00000047,6.204403162939732,0.05811227352967534,410.2896193788484,-4.801244551920186,0.6882467363503286,-6.976051317555795,3.0359187258223326e-12,6.978153527760213e-11,depleted
WBGene00000048,4.079690291447387,0.001345536069529959,65.25266317643708,-3.107457775791373,0.795488759562442,-3.9063503266854807,9.370063738762758e-5,6.047139485212945e-4,depleted
WBGene00000049,5.212798742714174,0.6767918229318785,31.584152979315903,0.015864096820414026,0.7589244977711562,0.02090339271825382,0.9833227202185287,0.9924528968133061,no_sig_diff
WBGene00000050,6.080930774902381,0.2577808493022574,67.14347094639524,-0.49203644895483645,0.7383618866308449,-0.6663892839864817,0.5051623101662843,0.6461541466228313,no_sig_diff
WBGene00000051,7.463826577939903,0.060908478705157656,190.56595782889553,0.1316450649365413,0.43250011789643866,0.3043815700602039,0.760837207059022,0.8493085916695728,no_sig_diff
WBGene00000053,3.290470446464109,1.1450210545718518,38.706682777449416,-2.7053345810079366,0.8489195591708352,-3.186797325827098,0.0014385754247314448,0.006357484529630034,depleted
WBGene00000054,5.209874343162534,0.18284418963190827,155.23474786966295,-2.63060911034555,0.5141953423278907,-5.115972265396504,3.1212892566959505e-7,3.467682471857402e-6,depleted
WBGene00000055,5.453908901958922,0.29120559502894355,160.00330383469034,-2.9989791914063395,0.49965375825663705,-6.0021147481612145,1.9476397314235075e-9,3.11959743437929e-8,depleted
WBGene00000056,4.233136507889358,1.709819774875754,61.51174452844774,-1.6380547861274835,0.9269849248720031,-1.767078128431985,0.07721514483737787,0.16246488170065584,no_sig_diff
WBGene00000057,5.087630125086971,0.9967664921636771,85.63666772688049,-1.7588537576564554,0.8767467952918536,-2.006113700217135,0.044844118480279666,0.1066548647405412,no_sig_diff
WBGene00000058,5.907510351456405,1.0787929013073134,136.38104177299903,-1.4687123160937727,0.6826770767628152,-2.151401249706898,0.03144454264401231,0.08056995672811416,no_sig_diff
WBGene00000059,4.7275833768834,1.1891550500160037,112.1401554788359,-2.1212178883636965,0.8143369322230402,-2.604840581862143,0.00919170163741515,0.029854318171531054,no_sig_diff
WBGene00000060,3.0626558827958954,1.005245051631829,48.24705643409074,-2.757382918274273,1.0386562527999865,-2.6547598503749255,0.007936488715261666,0.02649769003821725,no_sig_diff
WBGene00000061,6.477251129918815,1.3738147138807342,72.54899666239486,0.7480230605588636,0.831327999955527,0.8997929344360831,0.36823045514584923,0.5178391924353174,no_sig_diff
WBGene00000062,4.845500249113449,0.6717736633376815,87.14274956410112,-2.6203877011153693,0.860142160682645,-3.0464588540058535,0.002315541687434984,0.00953303966925773,depleted
WBGene00000063,12.478095358778829,0.2663305629883593,19142.486982476385,-3.5272521603080076,0.5203039115406597,-6.779215151128778,1.2083047489153415e-11,2.6009878521096164e-10,depleted
WBGene00000064,12.17686424541185,0.09142636161857048,14328.532054401092,-1.901043347968795,0.467507366333438,-4.066338810612287,4.77574903012278e-5,3.341951609919735e-4,depleted
WBGene00000065,12.365016142738428,0.330390060599357,18509.15108155562,-3.6811467305292616,0.5387937377133146,-6.83220028902406,8.362198456415018e-12,1.83104242196334e-10,depleted
WBGene00000066,14.690657227070636,0.13805322277855328,77881.6933625681,-3.338847044683159,0.38917990700758803,-8.579186603839904,9.55463661293551e-18,4.057628767856663e-16,depleted
WBGene00000067,15.936543881130568,0.06891680299362352,25087.019189451767,6.062227111087825,0.42223568370638526,14.357448564918979,9.568541727263891e-47,4.990853226051335e-44,enriched
WBGene00000068,9.690909884612337,0.0455536757819025,1657.4428145408226,-2.241592533797255,0.40375581667671706,-5.551851988777846,2.8265887882621966e-8,3.7556152273566037e-7,depleted
WBGene00000069,5.734270319502535,0.6276084972146906,153.12428002664208,-1.6624122684603069,0.697582322159953,-2.3831054997393153,0.017167273649694805,0.04921317370097122,no_sig_diff
WBGene00000070,10.216701578735428,0.03125328902933701,1641.9639139750973,-1.6900111493798045,0.4165072809552942,-4.057578886745084,4.95840711903751e-5,3.4554271194059963e-4,depleted
WBGene00000071,9.772107526073732,0.3818009065398543,524.9648911127423,3.9555817803272553,0.5182405237001809,7.632714153815746,2.2986217178163236e-14,6.708545621781873e-13,enriched
WBGene00000072,9.934425839726792,0.8448343499263127,603.4688278945176,0.8854339068349756,0.5496662686341076,1.6108572735147697,0.107210834433972,0.20861706466958663,no_sig_diff
WBGene00000073,9.79680033043594,0.19442225189470305,585.1581521037839,2.455368392010411,0.2561420803473604,9.585962559063418,9.15994901759568e-22,5.578792901674591e-20,enriched
WBGene00000074,11.41647935167763,0.14561750273921778,1896.7020727429765,1.2802119514291912,0.5384405556199751,2.3776291329970873,0.017424340804779722,0.04982371951796866,no_sig_diff
WBGene00000075,9.50211888724915,0.0818335826266136,419.17874470546684,1.772208872644758,0.40057880746421204,4.424120396841234,9.683600872385856e-6,7.955727340309899e-5,enriched
WBGene00000079,11.401655633258647,0.03610646077079384,4159.718519348034,0.03656861101326151,0.2518571298427366,0.1451958538402129,0.8845562394021906,0.9321682133305373,no_sig_diff
WBGene00000080,10.045932587504412,0.028278123631278088,1293.9868634917116,-0.08435244224178808,0.18492443035016407,-0.4561454756522019,0.6482853706151748,0.7649759852110845,no_sig_diff
WBGene00000081,14.538491741932141,0.12693721743223385,8577.832609911116,6.038183528548348,0.4822897440380764,12.519825692315859,5.816273768743806e-36,1.1738940401564008e-33,enriched
WBGene00000082,9.522505051900806,0.20622704448474166,1554.0524708733133,0.16418889958675925,0.5400824536058995,0.3040070983431145,0.7611224832562001,0.8494821012569445,no_sig_diff
WBGene00000083,8.86860097493883,1.7173981358871981,1480.7552352354835,-1.6855509414661827,0.759749430096688,-2.2185616397917856,0.026516561720217113,0.07033510216620896,no_sig_diff
WBGene00000084,9.778081081876527,0.22541438186574528,303.389286535604,6.672744980322372,0.5200767195184136,12.830308933076786,1.1092100142401767e-37,2.535230349401536e-35,enriched
WBGene00000085,5.278097213269195,0.38864755950167335,86.52417889060148,-1.8951581217613833,0.7423238395146063,-2.553007219868618,0.010679728242293284,0.033603562552935805,no_sig_diff
WBGene00000086,11.192466725385936,0.09223046026840451,1599.6481934473,0.8522283871427345,0.46637584201472043,1.8273424786780341,0.06764829210733797,0.14645610451761057,no_sig_diff
WBGene00000088,11.100404012048754,1.2834184878222152,964.7471247044674,2.262053362388984,0.7235043359854335,3.1265235740543322,0.0017688632225987772,0.007548188729621213,enriched
WBGene00000089,9.667429075869864,0.09254158756489844,561.5387332937399,1.192053350021718,0.35791033472651024,3.3305921465849844,8.666147526377328e-4,0.004140130882610794,enriched
WBGene00000090,10.326286986406169,0.01608086884614621,1199.2080887753975,-0.2608290075944658,0.2092711485453979,-1.2463686915632486,0.2126290699033831,0.3490115823428241,no_sig_diff
WBGene00000092,11.223856043849887,0.061988959658635184,2448.753382602644,-0.3366752577907207,0.2619728269789087,-1.2851533560685904,0.19873869951789383,0.3320800579590107,no_sig_diff
WBGene00000093,8.111106251504998,0.19019957086120748,277.211171182939,0.11401066416362131,0.4599960733809941,0.2478513856121363,0.8042493950608325,0.8796143763849855,no_sig_diff
WBGene00000094,7.897563491378524,0.03379949370920766,312.48640449573816,-0.2171746114889598,0.2976426372506181,-0.7296488617862117,0.46560484703420085,0.6106071116614996,no_sig_diff
WBGene00000095,10.962790215964622,0.042929256231480736,1634.095016587591,0.17566862208468545,0.22527243719464543,0.7798052183938505,0.4355055342933811,0.5818754403018692,no_sig_diff
WBGene00000096,5.603814204359851,0.17467663093763372,137.44116970826187,-2.2899502327751087,0.604000051408322,-3.7913080097190823,1.4985596830847055e-4,9.086315531915562e-4,depleted
WBGene00000097,10.534470727079501,0.1425461879202093,1389.7371587524356,0.0504647605929287,0.3780607567952987,0.13348320259606547,0.8938112477752381,0.938324219551215,no_sig_diff
WBGene00000098,8.784702997713586,0.2339803669233911,1383.7494137107283,-0.7397738965111998,0.3606544020582869,-2.0511988548850204,0.040247585381313344,0.09787232401011714,no_sig_diff
WBGene00000099,7.536199540995111,0.8680567989086199,1072.9972311709562,-0.8521250731888669,0.5104171073032503,-1.6694680899137657,0.09502464926744018,0.19066792418605918,no_sig_diff
WBGene00000100,15.011841563793796,0.272415686183241,19651.144766559602,0.8633961629713399,0.6280702074025618,1.3746809716416717,0.1692303730146911,0.29496052162324105,no_sig_diff
WBGene00000101,11.792840752195316,0.033139044099774986,3309.8066467278977,-0.023314126640299852,0.2587209139209848,-0.0901130344933002,0.9281973913343686,0.958861655026141,no_sig_diff
WBGene00000102,12.210376615831606,0.15843360110516225,4384.954131317872,-0.5963423767019453,0.33433640287510724,-1.7836597258740967,0.07447897416324037,0.1578507285297599,no_sig_diff
WBGene00000103,11.306345968193524,0.09135006129302554,2021.1049581091022,-0.22946699192815925,0.3684467994760212,-0.6227954544712856,0.5334189457672475,0.6716271474868376,no_sig_diff
WBGene00000105,12.984402393506448,0.5547822261306314,8888.212859236366,-0.068688850181212055,0.5132057865260563,-0.1338427040080239,0.8935269580565963,0.9381226002986984,no_sig_diff
WBGene00000106,11.464320653817584,0.05900838427832342,5168.8289413652155,0.3782160786385945,0.26452696329011877,1.4297827107469105,0.15277939275617775,0.2736495912165332,no_sig_diff
WBGene00000107,14.14533463275112,0.06043646514294085,10993.115929290725,1.2244979483798113,0.3461924513110453,3.5370440451332383,4.046321802869629e-4,0.00215077810593086,enriched
WBGene00000109,12.027985662454714,1.0458790779092777,3963.2922819215974,1.2259554692508925,0.6593023304071753,1.85947389036796,0.06295999679410691,0.13851744049164208,no_sig_diff
WBGene00000110,13.080255735707215,0.21914922408567292,6152.502420167802,1.1288305177535443,0.3895646608964378,2.89767176302892,0.0037594381724283085,0.014285603632677136,no_sig_diff
WBGene00000111,10.288852215495025,2.3696301405140447,900.5061242903155,3.6169602968883914,0.9701708882620947,3.728168244016881,1.9287660223221852e-4,0.0011306904445555588,enriched
WBGene00000112,10.807922038928426,0.19190579832366564,3585.8261919769707,-2.140951458093669,0.4694436522930624,-4.560614351980043,5.100417755992958e-6,4.426309641314366e-5,depleted
WBGene00000113,10.598321951874878,0.06271916031256904,1524.7912520983612,-0.41786906925387163,0.4068198187669484,-1.0271600595084402,0.304345101746154,0.45199591587356824,no_sig_diff
WBGene00000114,15.3631921746862,0.20068312993508977,46358.62039579397,-1.4569875493124897,0.593929976434005,-2.45313017884758,0.014161907721609357,0.042172672650121146,no_sig_diff
WBGene00000115,9.92840267799705,0.0013583798568588185,1997.5189647278878,-0.22140922621443293,0.45166595499755247,-0.49020570128123275,0.6239883468554319,0.7445985189026336,no_sig_diff
WBGene00000116,8.993508565824106,0.9546849483095865,669.7074717047118,0.5844424877665506,0.4336749098181826,1.347651142676382,0.17777061310531858,0.30609529471714836,no_sig_diff
WBGene00000117,10.815976881471435,0.2944684691342523,1300.2405041316524,0.8839173261030167,0.3541145237628533,2.4961340662066904,0.012555513845542574,0.038354314849962504,no_sig_diff
WBGene00000118,11.441849132584352,1.1839889177475211,3892.662435630405,-1.5059656704439293,0.8757698296207463,-1.7195907183695633,0.08550686451496911,0.17587266309034394,no_sig_diff
WBGene00000120,10.328949076513332,0.6635399308761764,2380.197808055495,0.34572907003145775,0.5902532101892795,0.585730096953799,0.5580569054073724,0.6918572385297885,no_sig_diff
WBGene00000121,9.688868997263278,0.06128563672005335,1656.9083658551401,0.2540114723154421,0.27264893611283536,0.9316429982705665,0.35152105387581156,0.500675064972816,no_sig_diff
WBGene00000122,12.156382972370485,0.08418568433394741,5519.901200377629,0.22402287251900171,0.217305381248929,1.0309126779625288,0.30258177079090026,0.4501329809440174,no_sig_diff
WBGene00000123,12.89588198616397,0.006875256487353366,8477.206386008249,0.45869580215340094,0.26754299590273467,1.714475090651074,0.08644150800833103,0.17743624176644499,no_sig_diff
WBGene00000133,5.138687601006814,2.8377702698464833,33.28690864833977,0.6401245221212357,1.0161197860150382,0.629969547814476,0.5287145082506857,0.6678948349273706,no_sig_diff
WBGene00000134,5.694448845859579,2.326193561033763,112.05018566731407,-1.4677457514555476,1.0084279682169672,-1.4554790205300576,0.14553669411118839,0.26376580823323187,no_sig_diff
WBGene00000135,4.897037979385989,0.4642024959592621,129.58225876728562,-2.6014297106082633,1.0119080301052195,-2.570816352092555,0.01014591138414585,0.032243107229541455,no_sig_diff
WBGene00000136,10.57588881041908,0.08014744519561504,673.4510071930614,6.549565993751046,0.6619781316194643,9.893931054381175,4.4231028475646007e-23,3.0294531355272427e-21,enriched
WBGene00000137,9.698861966464968,0.07034295422354103,944.3516763141145,0.7530615141304572,0.33254781965945346,2.2645209789726843,0.023542090938934532,0.06364066806779121,no_sig_diff
WBGene00000138,9.076546059603357,1.0534756391293365,745.8724778465211,0.9464931141812359,0.6240786412166466,1.5166247515474005,0.12936145253526551,0.2410875554257784,no_sig_diff
WBGene00000139,8.070977031932934,1.1795251888934843,192.2246807988126,4.161432390297859,0.5455019834254755,7.628629256609072,2.3726288126724625e-14,6.894859329626176e-13,enriched
WBGene00000140,12.406159381750188,0.1519972082993269,4389.272743827357,0.02474309057233429,0.5264100101779277,0.04700345755957618,0.9625104718423154,0.9800474531092391,no_sig_diff
WBGene00000142,10.256929302674695,6.117253722042975e-5,1473.478220310265,0.15775036477048232,0.17022797220855365,0.9267006046292764,0.3540820035254548,0.5034062144055634,no_sig_diff
WBGene00000143,9.283988356075264,0.05291373534175357,854.6160904883789,-0.28335027451350336,0.3001678538687959,-0.9439727501178605,0.34518357351170736,0.4940871511242408,no_sig_diff
WBGene00000144,6.118819785165809,0.7192751665504249,146.9307876515831,-0.8905943072967388,0.5494165421287972,-1.6209819672447374,0.1050215061372389,0.20553660552662245,no_sig_diff
WBGene00000145,8.035637064935058,0.07078880098828276,417.41756863115586,-0.3302752417390726,0.3444786267180526,-0.958768457961239,0.33767540249224987,0.4867004337151882,no_sig_diff
WBGene00000146,12.517438003498027,0.24941328196986054,6224.949336816181,-0.39109288923771024,0.4145863026572821,-0.9433328760043656,0.3455106649596214,0.4943991239876631,no_sig_diff
WBGene00000147,9.154404196580801,0.11133749169087172,750.1385966707473,0.1790949285240481,0.4131916252509854,0.43344278436248623,0.6646931239616722,0.7771690727456223,no_sig_diff
WBGene00000148,9.842112751457968,0.029994741697983024,1600.6162479598654,-0.17161431115452228,0.24302062038475852,-0.7061718091362644,0.4800812993966806,0.6229500012742605,no_sig_diff
WBGene00000149,14.522676023746756,0.21896696149938744,20454.927831268647,0.3643852041197684,0.4862289267579429,0.7494107899943365,0.4536096495300157,0.5992774038027358,no_sig_diff
WBGene00000150,12.313921394619864,0.3942203545536773,2788.7780012977746,1.51735258499124,0.6426472336775275,2.3610972015054665,0.018220954059698452,0.0516514280215142,no_sig_diff
WBGene00000151,9.739981973069565,0.16921450281718808,979.040725477827,-0.23930724404613293,0.31028621666914497,-0.7712467753645139,0.44056067369750035,0.5869717857187944,no_sig_diff
WBGene00000155,10.800993527880793,0.26966935129002295,1495.4681814761475,1.8932474027451287,0.34214893278879643,5.533401455657332,3.14079474662895e-8,4.1433233940289296e-7,enriched
WBGene00000156,10.452095261278897,0.005683347475636572,2780.393477853177,-0.38960280217709115,0.27390630774754854,-1.4223944142833567,0.15491178377394274,0.2763012280166193,no_sig_diff
WBGene00000157,8.677798857356054,0.06188847057924178,735.6031673687662,-0.6440022289767646,0.557432754901063,-1.155300300017473,0.24796747314983802,0.3897808777385059,no_sig_diff
WBGene00000158,12.152667879646623,0.06353089922867396,3686.4064031159432,0.8997622009802159,0.3178790513097193,2.830517447667698,0.004647277639872865,0.017044124531607065,no_sig_diff
WBGene00000159,9.865280962008024,0.01687636915501306,869.1556702692604,0.8761420879196696,0.30865602659173336,2.83857113562394,0.004531601731802297,0.016702634975235067,no_sig_diff
WBGene00000160,12.343242351645424,0.07620970567126667,5534.3127849118,0.1933193518187691,0.3636519864831271,0.5316053782308675,0.5949993390331298,0.7210888623540022,no_sig_diff
WBGene00000161,11.520775695395457,0.09788067401408486,4237.619483108486,-0.5986330195166047,0.4927143207532916,-1.214969799540996,0.2243776100797425,0.3627634195074012,no_sig_diff
WBGene00000162,11.43816457939708,0.19123733759104863,2741.850628273879,0.1667554128658265,0.40683467679840674,0.4098849541983771,0.681890342915608,0.7908668313808825,no_sig_diff
WBGene00000163,11.972680928773018,0.28399559072161346,3989.6016988248575,0.15712284846915958,0.44358710247095823,0.35420968642668427,0.7231817448690145,0.8224847956013359,no_sig_diff
WBGene00000164,9.370522303318333,0.2488051933703502,1109.817504984209,0.11006598172755777,0.4980106461187061,0.22101130284135007,0.8250836321921953,0.8927698078552424,no_sig_diff
WBGene00000165,9.40560689153971,0.006296058771227059,986.0865136136695,0.5534358908676538,0.27449356681350584,2.0162071457349113,0.043778319533106055,0.10468303467055877,no_sig_diff
WBGene00000166,5.56067338410292,0.5215298880836562,156.3168250245971,-2.3957608419173138,0.6438625440056681,-3.720919727699245,1.984985318698693e-4,0.001158306694003695,depleted
WBGene00000168,7.979310453907151,0.755923141500347,454.0919779510216,0.19965247466661473,0.5064561534136238,0.39421472781190225,0.6934225130834308,0.8001815725631467,no_sig_diff
WBGene00000169,10.807698330088591,1.1543430158996701,808.0705428060335,4.8817343032867955,0.8151701621412454,5.988607691998585,2.1164498039749275e-9,3.360876027514284e-8,enriched
WBGene00000170,12.41032202247608,0.04543797652375678,25617.47724561307,-3.6154416016577278,0.5213186846910481,-6.935185152245917,4.056894666845149e-12,9.220709643906595e-11,depleted
WBGene00000172,11.877883270686239,0.11600578414904018,1212.0718690544004,4.52687192501476,0.36053710750118617,12.555911252491164,3.689095038419681e-36,7.657507272605424e-34,enriched
WBGene00000173,4.204482894223986,0.8844433919032132,29.842239576166705,-0.9458969297988317,0.8558527454009427,-1.105209903084094,0.26906864675138203,0.4134920610573856,no_sig_diff
WBGene00000174,6.389525295217404,1.3958980891338288,135.68964053188753,1.941724115081476,0.8068303854394521,2.406607572202288,0.016101461259354077,0.04675744824236697,no_sig_diff
WBGene00000175,9.528686391848119,0.5278805832322349,5057.301070000809,-4.425988579820379,0.707266178787941,-6.257882410559065,3.902398739938237e-10,6.83290586792545e-9,depleted
WBGene00000176,6.266826503160222,0.05957449364603253,476.8169241356211,-3.9939527159136827,0.7524140627042416,-5.308184567363174,1.1072249511974202e-7,1.3264528832307373e-6,depleted
WBGene00000177,8.486758728687281,0.0737532135425996,273.91652036780033,-0.10265551615128128,0.7826131848291598,-0.1311701848898577,0.8956406811537957,0.93932499854381,no_sig_diff
WBGene00000178,12.31697283402785,0.2401328391653245,3557.304415005343,2.9578047557612965,0.3640561812630157,8.124583259374475,4.489020931125806e-16,1.61335095019366e-14,enriched
WBGene00000179,10.79315708129023,0.018013899138278992,1289.3712461055368,2.5535566493977977,0.23524860416873178,10.854715412322966,1.893958384659021e-27,1.9360251990318496e-25,enriched
WBGene00000180,10.122602543020113,0.039915709841112305,1021.5427402758047,0.14789210110144788,0.22434028686111945,0.6592311312903074,0.5097473587826307,0.6500736571540398,no_sig_diff
WBGene00000181,12.180060965590716,0.004471338170444606,3827.250473945078,0.7119127302734489,0.2125896403668186,3.3487649212118695,8.117263623909764e-4,0.003912902242371292,enriched
WBGene00000182,13.817818098901176,0.08255545153122769,15321.006729098073,0.6089050356649482,0.42033241980313446,1.4486273410700345,0.14744168151140002,0.2663876618975841,no_sig_diff
WBGene00000183,13.39059329779254,0.018503472207128432,9656.218855908717,0.9562865951182039,0.35042994240422864,2.728895220988583,0.00635468915503555,0.022100715813255796,no_sig_diff
WBGene00000184,10.146228892918854,0.0434686076733358,1182.5255784469437,0.00267872903470515,0.2585928126136058,0.010358868862715675,0.9917349662821661,0.996979129434733,no_sig_diff
WBGene00000185,2.78318621283591,0.8380466672906082,13.224393847258703,-1.712537652501474,1.2337157759261617,-1.3881136043801146,0.16510245458608702,0.2892777029448908,no_sig_diff
WBGene00000186,11.092344552920952,0.05961347925376406,2769.820001198815,-1.2988068275168987,0.38531846864268887,-3.370735983904525,7.496766706400265e-4,0.0036561790539821194,depleted
WBGene00000187,10.069028434865409,0.0030901541973484456,1043.5532258888225,0.4062496514920571,0.33618504988203574,1.2084108190849248,0.22688928029523633,0.3658355849528929,no_sig_diff
WBGene00000188,7.826246815756908,0.14059734048801187,470.8402853378586,-2.058668556682214,0.5585353161918013,-3.6858341755694215,2.2795474834578561e-4,0.0013062128143239353,depleted
WBGene00000189,8.254085975096107,0.003234976462753822,336.02578474467845,-0.7987163027828159,0.31555852951423613,-2.53111935846685,0.011369915037948711,0.03533254074273643,no_sig_diff
WBGene00000191,7.187593193705241,0.05236991948780956,73.47192351674336,2.663430814295143,0.5687298892332326,4.683120871115121,2.825397907281515e-6,2.6018218302363322e-5,enriched
