WBGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
WBGene00021406,92.30297330847087,0.1707957793820506,0.8976388591038499,0,0.822194748363464,1
WBGene00021407,11.465322923125738,0.17616416020017267,1.3716036685928745,0,0.7259590880469333,1
WBGene00021408,8.42752243150101,5.065494309092872,1.7307927330014243,2.348920371327632,0.009413966410366228,NA
WBGene00021404,7.727994183479848,2.389275732970559,1.776524013842461,0.78201911268606,0.21710167065696195,NA
WBGene00001492,578.9628754246353,1.3491435846047795,0.33496343160473013,1.0423334360175247,0.1486285578091549,0.7802880534135467
WBGene00021403,7.11857143997051,-0.8048932410442368,1.6420586405308024,0,0.864151929742392,NA
WBGene00015246,12.624046021722862,1.6097943461918551,1.352384508323774,0.450903084469424,0.32602970017977845,1
WBGene00006599,3424.960614280606,1.5785070446422744,0.24800754453824067,2.3326187343186793,0.009834082393806131,0.08592791036332624
WBGene00015247,41.24642969781721,0.2881916157706332,0.7107337229181323,0,0.8417103400656998,1
WBGene00001111,20.721777435490594,-1.1113884707619812,0.8107651008919879,0,0.9953954504162145,1
WBGene00023277,16.375126103205627,-0.028508213654336433,1.0815827823354276,0,0.8291797387773956,1
WBGene00017928,1141.3334513733384,-0.8073970056640876,0.24058445376965418,0,0.999999999999971,1
WBGene00017929,2301.4070432354656,-0.42623457699460143,0.17679292784079875,0,0.9999999999999997,1
WBGene00017926,5506.611882689412,0.24919708980264552,0.21044012505340176,0,0.999819986927665,1
WBGene00000897,1626.9006302354826,1.0611063988984146,0.16260988975223165,0.3757852550759509,0.35353827524595705,1
WBGene00000674,2155.156674775342,-0.9178473151431275,0.44586065214684206,0,0.9999915157978264,1
WBGene00021400,214.44553972757035,1.383191823707839,0.5373847398714138,0.7130679293191873,0.23790186180236575,1
WBGene00021397,148.46761113052048,5.376800743038797,0.7154030254230426,6.117951123355459,4.739306370976407e-10,1.3658348378250777e-8
WBGene00021396,535.3610036594467,1.6669330949702847,0.5362571708762477,1.2436814483627543,0.10680841320422738,0.6171444965549923
WBGene00006561,1223.131254437442,0.28603113505223965,0.3222339411453841,0,0.9866434537679414,1
WBGene00021395,851.8966939876241,-0.4995236154242057,0.3708667140037057,0,0.9999736474062064,1
WBGene00021402,401.8929771030695,0.2649337746606873,0.22361480096572778,0,0.9994940524984133,1
WBGene00000815,1410.266257935898,-0.7898521198472126,0.18812441720970413,0,1,1
WBGene00044736,168.891180291396,0.8220325975402871,0.3491354646714596,0,0.6948822747411934,1
WBGene00195063,539.3804590099079,-0.5954075131130958,0.28180119014542127,0,0.9999999924956844,1
WBGene00021394,1152.739209240858,0.5245719965072446,0.19235287787663566,0,0.9932753476607946,1
WBGene00021401,666.5010095459768,-0.5888218734168043,0.1947785577230951,0,0.9999999999999998,1
WBGene00019821,1571.7988365216638,-1.163269361841423,0.1964950435535137,0,1,1
WBGene00019822,1390.314862387641,-1.4097953415456876,0.18293690566357007,0,1,1
WBGene00019823,1430.5448322467562,-0.489412330791903,0.1768679872308342,0,1,1
WBGene00019820,1389.25836905459,-0.727990150930257,0.18845514022380241,0,1,1
WBGene00019819,3030.2236698890633,2.1843666817709813,0.5212392818854257,2.272213017957688,0.01153682369006029,0.09943095632561406
WBGene00019824,884.0143952784756,-1.2558020792233404,0.3084604179539867,0,0.9999999999998694,1
WBGene00019825,283.02246507733736,0.29931065098108517,0.3865702014259398,0,0.965051674278246,1
WBGene00001071,1142.5641635737697,1.5646518336377633,0.8332175174462688,0.6776763831950708,0.24898845187563926,1
WBGene00020647,1242.4377849796267,-0.6572178116530487,0.19776697272585844,0,1,1
WBGene00003932,3069.494168272792,-1.0187254849065244,0.32648509434164247,0,0.9999999996859421,1
WBGene00020651,288.4624990651643,1.5027407747446409,0.509192488999513,0.9873295180226465,0.16174056223929276,0.8279564399828178
WBGene00020650,15.937336378055507,1.0269358301542826,0.8329171870982204,0.03233914556154575,0.4871007959376093,1
WBGene00020649,725.2966356131666,2.7475222319529973,0.49798851637093144,3.509161706554974,2.2476075415693697e-4,0.0028205843457112328
WBGene00206487,670.6237130876573,0.3715234323533109,0.3677441375060432,0,0.9562749878232312,1
WBGene00045177,72.46305736413481,1.7470906933888506,0.8513508365272576,0.8775356308291253,0.19009788723986304,0.9208900010879475
WBGene00020648,428.5302658609516,2.80809495343946,0.6530648518879336,2.768630019227754,0.0028146259854506884,0.027836159580372343
WBGene00019298,9054.801058327388,4.926756987018184,0.5067513691117005,7.74888283755703,4.635225148110286e-15,2.8096990224357076e-13
WBGene00019300,494.72154228765015,0.45483014532304383,0.5723490147708357,0,0.8295815520010528,1
WBGene00019299,56.62265179378277,-0.9263445913988259,0.6988173990728298,0,0.9970795150244797,1
WBGene00001099,3914.8547205648656,6.21751482413208,0.4356598316620899,11.976120920367368,2.3699385362273528e-33,4.7762806579323825e-30
WBGene00017578,344.30134923668993,5.568441967130941,0.5606843598169249,8.14797467976926,1.8503490665814233e-16,1.3592224720334973e-14
WBGene00000675,152.9887928151636,1.0035995000411124,1.0429938936909942,0.003451122832919328,0.4986232039200876,1
WBGene00017577,98.70832520803734,-0.22638014879701673,1.2187665111119863,0,0.8428516164095637,1
WBGene00017574,543.0962318468071,5.042975234772862,0.45512498740794527,8.883219657524526,3.247626541520954e-19,3.5097869208924153e-17
WBGene00017576,696.3866731517486,0.6050924693194867,0.6096601607325973,0,0.7414267560650037,1
WBGene00022048,25176.491205445134,-1.051583965301106,0.30136226707882696,0,0.9999999999950414,1
WBGene00004981,2026.65729022506,1.6878791932358208,0.22604529754493027,3.0431033102959963,0.0011707596576945054,0.012586432524180393
WBGene00020295,204.98574431053856,-1.5512826768120567,0.3342061185578157,0,0.9999999999999886,1
WBGene00004493,35452.15956400652,-0.4905163566413518,0.2051106885183262,0,0.999999999999816,1
WBGene00044789,1524.7446107275896,-0.4507215899834181,0.2601442628551491,0,0.9999999877370488,1
WBGene00020300,310.6418480059715,-1.7180715036862673,0.27641672406008083,0,1,1
WBGene00001338,835.3503262015042,-0.9702174550698303,0.22009576605662598,0,1,1
WBGene00020298,1556.0210191928932,-0.7361634054595754,0.16712836848628093,0,1,1
WBGene00045249,181.5357745396609,-0.5751457456763703,0.41490824222226497,0,0.999926585234922,1
WBGene00020297,30307.283069279016,-0.4544450307921988,0.37811254757938983,0,0.9999401141284107,1
WBGene00020296,1268.3488430725677,-1.1791409337712764,0.2470036403303557,0,1,1
WBGene00001666,136.7128872853621,-1.3795209846156207,0.40182370387475813,0,0.9999999984078494,1
WBGene00002187,2496.890278079863,1.6272767758465438,0.2216709150230045,2.829765807487403,0.0023291043906209386,0.023458122516695375
WBGene00020299,274.85562249498133,0.6387048090874989,0.22940220109765141,0,0.9423650983978997,1
WBGene00001332,789.5079253259473,-1.2960994459477335,0.21187102024564383,0,1,1
WBGene00000913,1877.5768924343533,-0.9736504831425168,0.2341446654622549,0,1,1
WBGene00022046,7379.396697297392,-1.4939547746150765,0.36066988714181614,0,0.9999999999976571,1
WBGene00022047,453.9372597512728,6.249056294942885,0.5088752547930231,10.315015802994498,3.013569617821961e-25,8.53515657102782e-23
WBGene00002041,1825.0820605690396,4.540627301538572,0.529384667015124,6.688193901614116,1.129708223097419e-11,4.1702734788362474e-10
WBGene00022045,656.205660082475,0.11465151780343198,0.3038438433615676,0,0.9982148631476934,1
WBGene00022044,1016.7881738705667,0.40736232652684107,0.22753278124190948,0,0.9954012628667549,1
WBGene00019772,736.8080128675939,-1.8720448543626818,0.5467605144258055,0,0.9999999251137007,1
WBGene00019773,9.103204756101876,-1.7056791984054611,1.1190809113056222,0,0.9921920077952538,NA
WBGene00019774,243.62553856718012,0.015144058161241149,0.7088696073888076,0,0.9176342439967144,1
WBGene00021011,324.0299905722209,1.250030771096186,0.6217736429747563,0.4021250722368383,0.343795990849872,1
WBGene00021012,1834.375244613804,-1.4849772955661715,0.45397153784125904,0,0.9999999779833295,1
WBGene00000213,56.24727150355874,7.507181619681423,1.4300951316416115,4.550173953960535,2.6800792080093952e-6,4.60519468095924e-5
WBGene00001625,56.02831202973582,2.799562630448384,0.8557024002221864,2.1030239368045724,0.01773183856162672,0.1440558417664897
WBGene00018924,33.8211475791754,1.6894753256217152,1.091034435954039,0.6319464380781105,0.2637109386803933,1
WBGene00001165,848.7244514597094,-0.42231681824602535,0.40592803949227985,0,0.9997707206284726,1
WBGene00197815,9.370399912162256,1.6097491475694163,2.2189418166488464,0.27479276067287295,0.3917377301118917,1
WBGene00018925,791.878891604897,1.695927175238557,0.22171363400972846,3.1388560218539414,8.480438047309693e-4,0.0093959458884374375
WBGene00001579,2995.674089251494,0.25487394287506127,0.19736982534335581,0,0.999920085501852,1
WBGene00018926,33.886685443712075,1.3304397032558153,0.8996389167737137,0.36730258895517615,0.35669666157232804,1
WBGene00015996,54.352248043046714,-0.14586008678715215,1.080602900646812,0,0.8555163061439894,1
WBGene00044457,224.38640755928068,3.4706856332159273,0.7861807918861706,3.1426430901324443,8.371492801106219e-4,0.009304364833814064
WBGene00002140,284.65960334530405,-1.02159075548446,0.6474973143290099,0,0.9991023558444382,1
WBGene00015993,1126.7374681703325,2.0425437804215294,0.9080444613955136,1.1481197504572767,0.12545956591688628,0.690882267270128
WBGene00015497,80.29854332495404,-0.27508844559459605,0.47469771929688936,0,0.9963854936781162,1
WBGene00019665,173.61479874766835,1.1147128488611084,0.7526852119089396,0.15240481285686067,0.43943383065580666,1
WBGene00019658,262.2090019882812,-0.2520109018013108,0.3410665670111886,0,0.9998791366886374,1
WBGene00004427,57183.26761774383,-0.5149490518881557,0.23605544271567588,0,0.9999999999308565,1
WBGene00019664,2589.7391168230693,0.5053092141715098,0.24434574076324797,0,0.978543333197781,1
WBGene00019663,1048.8418418105746,0.6317029307784476,0.49863939993195044,0,0.7699262611452108,1
WBGene00044723,74.96342805761103,6.753578149015211,1.3001600425616264,4.425284550107604,4.815762069373307e-6,8.023176826936644e-5
WBGene00019659,46.16495626060918,2.5419009974671405,1.3236359216821854,1.1648981205553608,0.12203011718273872,0.676083890374654
WBGene00019660,446.0618515273923,3.419734411706078,0.7016243640398734,3.4487605273190947,2.815829532669621e-4,0.003462247884218852
WBGene00044458,17.140778637688378,5.104238634439761,1.4732303874526753,2.7858769880088436,0.002669156282215063,0.026509208130560364
WBGene00019661,196.01379651412117,2.325173340585528,0.6828133221858292,1.9407549582415429,0.02614400335812852,0.20040482648809013
WBGene00018256,961.4079919308848,1.1502444875219562,0.5783083927500465,0.2597999430848552,0.3975090474295179,1
WBGene00021950,501.73492738559645,1.1938359529420481,0.5761836806246085,0.33641347275216377,0.36827954558060283,1
WBGene00044460,19.718764424510564,-0.8197041614780997,0.9400610610765427,0,0.973549595520426,1
WBGene00044459,263.2291284650742,-0.821479972219426,0.5277998507170251,0,0.9997208268885105,1
WBGene00219763,9.154846928794386,0.1754305183755091,1.568143363268929,0,0.7004952088541924,1
WBGene00021948,1153.2038121084195,-0.5178816974685162,0.4223815107003037,0,0.9998369468499251,1
WBGene00001788,139.32894410386507,0.09529338153991011,0.7404430559857761,0,0.8891168692302205,1
WBGene00000677,8972.735449135302,0.4825670285924708,0.5702362063274246,0,0.8179026409026279,1
WBGene00018928,515.3806798683374,0.30169309974936853,0.436295451029805,0,0.9452602187407667,1
WBGene00018932,944.5229415043021,-0.5021616416701632,0.20407484097145545,0,0.9999999999999086,1
WBGene00018931,708.3110678770813,6.91423292881098,0.985980836121313,5.99832442187883,9.968196037901293e-10,2.706571178753794e-8
WBGene00004824,1060.430986435762,-1.4564285590000017,0.27097146389530224,0,1,1
WBGene00018930,37.43762241653679,0.10815197233310471,0.7824023913828853,0,0.8728327001571056,1
WBGene00018935,889.7770906527119,-0.960856961461837,0.1844225568139629,0,1,1
WBGene00018934,1760.1534712505113,-0.7235762021064772,0.23111234319819296,0,0.999999999999956,1
WBGene00001154,1053.148562635234,0.1714825771107778,0.23741955357648456,0,0.9997581971543598,1
WBGene00021935,1004.3162757483007,-0.6924655142119471,0.14113888145930323,0,1,1
WBGene00185088,219.31137447569543,-1.0419511516103088,0.35761069297600895,0,0.9999999943506432,1
WBGene00021936,1243.2797046400801,-0.5538371949737422,0.27195639288263457,0,0.9999999944679221,1
WBGene00021942,145.15234082761347,-0.20078247888687298,0.41029780300113877,0,0.9982866195888118,1
WBGene00044742,116.88234761377024,-1.6863323161583061,0.35818195121324864,0,0.999999999999968,1
WBGene00021943,634.8521512798949,0.06481478391093068,0.2532611432428237,0,0.9998890016310558,1
WBGene00021941,161.34420646099989,0.11791154031898392,0.6597832996076441,0,0.9093783382295656,1
WBGene00021945,1172.4982098262296,-0.6971640262998989,0.3032017462537296,0,0.999999989125155,1
WBGene00044757,90.93672360037826,3.4971562514141183,0.6804974308528055,3.6696042309589028,1.2146313690637344e-4,0.0015962199599687972
WBGene00021939,769.509724764413,1.5018706820185863,0.7718886600264496,0.650185328543872,0.25778625841416747,1
WBGene00021938,1637.3953239139375,-1.281010573102146,0.17864901917625112,0,1,1
WBGene00007007,4332.694745188364,1.2190854528783923,0.31098662654410036,0.7044851262995525,0.24056535477399799,1
WBGene00045299,10.552229725111484,2.781955356360449,1.0667610739712763,1.6704353016244669,0.047416635034594125,0.32810154326591306
WBGene00016646,64.77012706255103,3.2550827405990574,0.6986462868823177,3.22778891542139,6.237549616740464e-4,0.0071232546381706004
WBGene00045298,11.100079420363233,3.244648303768796,0.9843185516095336,2.2804084105683087,0.011291738630140255,0.09747209168539882
WBGene00019073,9.614680401055006,3.9322779389183875,0.8512917831787348,3.4445039842499394,2.860541019433683e-4,0.0035119661678802024
WBGene00271786,30.51529285420657,3.7842088166969154,0.8215079914851694,3.3891439225849314,3.5055600614479634e-4,0.00424048859568525
WBGene00019070,43.06572034346605,-1.5180382186544485,0.6893114626380529,0,0.9998703907581634,1
WBGene00019069,176.07507526920986,0.33597367902323655,0.616014998544069,0,0.8594694122790836,1
WBGene00019067,130.32000442308254,1.2522668024449535,0.8047791489550312,0.3134609075949723,0.37696525818897064,1
WBGene00019068,528.5527140111056,5.929409324491712,0.5929601983300611,8.313221255615948,4.656931652732932e-17,3.574739077544107e-15
WBGene00004047,4404.33808918537,0.45994788564107125,0.25720588660246463,0,0.9821218521838417,1
WBGene00043705,114.9540837199105,-2.0968081634946145,0.45998348685450363,0,0.9999999999916576,1
WBGene00002278,932.107467114528,-0.5167704294316088,0.24759324500398586,0,0.9999999995495834,1
WBGene00021923,397.47214724753263,-0.7260580529964853,0.24988956849694582,0,0.9999999999975299,1
WBGene00021925,393.15543400004344,-0.44661415690086936,0.2795383367614141,0,0.9999998860516363,1
WBGene00021926,1057.172867355307,-0.1645774755289446,0.16214933536911208,0,0.9999999999996568,1
WBGene00021922,1585.439397852001,-0.06582824102650313,0.1978275773748401,0,0.9999999643100562,1
WBGene00021921,3062.750907485437,-0.6106723649652918,0.3453312845678564,0,0.9999984504244144,1
WBGene00021927,625.8614880446959,1.1543760711263276,0.3249150290159199,0.47512751747400267,0.31734804303724096,1
WBGene00021928,197.30183215555115,-0.3229821628080034,0.4891977567247077,0,0.996578517402351,1
WBGene00005903,9.13159744761214,8.396768040767077e-4,1.4727447335987567,0,0.7512517690896624,NA
WBGene00219399,54.48311212381773,-2.414219743413597,0.6486106059656583,0,0.9999999294834484,1
WBGene00021929,1964.518046616914,-0.7480319488435705,0.19482800034705888,0,1,1
WBGene00021930,3279.013530592252,-0.6228711929203078,0.24264426236039313,0,0.999999999988709,1
WBGene00021920,1157.854760478155,-0.6708524999063094,0.19187720496335203,0,1,1
WBGene00021931,329.3678650120526,-0.20788170806218764,0.8497263859520728,0,0.922413529684779,1
WBGene00000816,1720.1547240013158,-0.6894126578154152,0.19926630899875006,0,1,1
WBGene00021934,8632.838197177809,-0.578178846151839,0.24268536267997257,0,0.9999999999606287,1
WBGene00021933,1754.6610715274815,0.5752419510726084,0.19841650557382104,0,0.983852473971643,1
WBGene00021932,536.3689175397064,-0.42451349619050116,0.20670102953736635,0,0.9999999999972428,1
WBGene00044462,12.854901441021584,-0.8978403253440491,0.955401381185488,0,0.9765073378723504,1
WBGene00016637,10.371666094659798,-1.3200748826987083,0.8909289834452384,0,0.995394307535954,1
WBGene00003893,32256.228943200196,-1.2186391531727458,0.4837121939365629,0,0.9999977483854241,1
WBGene00016638,11.238819735777724,-0.46389135537963644,1.6721953613726033,0,0.8093302316224575,1
WBGene00016639,17.163825819710443,-0.1287321548140394,0.8162294306335394,0,0.9166463125858471,1
WBGene00016797,68.71836251903312,1.5738001806351052,0.7001296307281992,0.8195627715945977,0.20623270191792506,0.9698782119684384
WBGene00016796,424.3987538174267,-1.3544276505493038,0.41640163620150844,0,0.9999999921723512,1
WBGene00022426,686.5384662900263,-1.1484867534906344,0.2951410718035703,0,0.9999999999998325,1
WBGene00022428,221.76775789867358,-1.3649155427873039,0.2600189476322488,0,1,1
WBGene00007020,418.1386634645802,-0.8527512100982833,0.2595445646561698,0,0.9999999999995282,1
WBGene00022427,2396.7638262487835,-0.3844026855540918,0.22598369063319507,0,0.9999999995497539,1
WBGene00001104,628.6120758669712,-2.47749826209442,1.791358621841844,0,0.9738868091860534,1
WBGene00023163,21.537287259783277,0.8698020635085785,1.7502408176034545,0,0.5296494039514622,1
WBGene00001103,138.80716584579767,0.5410970553529183,1.0271152116770244,0,0.6724859998043569,1
WBGene00021123,205.48630614528287,2.1048750161705456,0.537726745080901,2.0547146413636486,0.019953287464863717,0.158881557530449
WBGene00044463,142.06971944499543,1.5902458681967175,0.619000988095823,0.9535459224587632,0.170156770128489,0.8550520840932055
WBGene00021121,492.56251904391576,3.4118811961548907,0.6188580172444159,3.897309445701705,4.863365079687984e-5,6.901752436240439e-4
WBGene00009521,2550.243197125243,0.08331039804586293,0.17484481878246658,0,0.9999999209533547,1
WBGene00044908,16.432678723281242,5.668942824117819,1.6439351492011887,2.840101585750827,0.0022549584716540037,0.02283736301717652
WBGene00009522,49.85133179819735,5.830738780487944,1.118511920899193,4.318897894806898,7.840515216483337e-6,1.2701789295973547e-4
