WBGeneID,baseMean,log2FoldChange,lfcSE,pvalue,padj
WBGene00005487,2.9486051363757633,0.1709999559973949,0.9209353081962255,0.7364076761546169,NA
WBGene00003362,0.19669861593939533,0,1.449652571295549,1,NA
WBGene00020649,684.514967442339,2.200396690654674,0.7715656224652581,1.2958061611712118e-4,8.750064871449123e-4
WBGene00206487,794.2893396601171,0.2784859196376091,0.4633370169429362,0.48735870862206476,0.6540546545598052
WBGene00045177,64.66424948065303,1.1018972768424828,0.7183943183188107,0.034446481638114826,0.09856977079829389
WBGene00020648,586.5079927600764,1.7448302755620502,1.0280952992987966,0.006927993727680707,0.02629952564448191
WBGene00019298,8571.299077403994,4.581244779314142,0.7305693150898593,3.69888305016464e-11,1.1555015721162162e-9
WBGene00019300,497.08120327303834,0.27609241748146934,0.6080000988483248,0.5577158262764965,0.7109336290216087
WBGene00019299,57.45128939422498,-0.5345530116480732,0.6696359035709467,0.2788428841114942,0.45287708393473625
WBGene00198707,0.7100081856812566,0,1.449652571295549,1,NA
WBGene00001099,4322.3932529897165,6.054110234306952,0.44851562558636354,1.2954655411904718e-42,2.2147749970570923e-39
WBGene00001735,7.295276776455699,1.3452268847906539,1.1311200297183737,0.03470805231476787,0.0991221916220994
WBGene00017578,325.4570796259338,5.195965652628585,0.7263509721255327,9.866170149103432e-14,4.53650845535548e-12
WBGene00000675,137.81457354486,0.4122309577299105,0.8297357150884761,0.4268382097537045,0.6011022444681868
WBGene00017577,89.53828385203549,-0.09409005704985965,0.7852361278824408,0.8523319636228831,0.930448049512421
WBGene00017574,549.4514237671923,4.9081908524955,0.45159567668139056,2.830859199829501e-28,7.566728483367314e-26
WBGene00017576,1256.5873523830724,0.27739746173162894,0.7523018458828106,0.583330070301981,0.7326270874265722
WBGene00022048,24748.599476247222,-0.8968992329673381,0.37698963621452986,0.008690004035706507,0.032062824386010706
WBGene00004981,2026.132635546612,1.5885780574158548,0.2710645894176047,5.578307109362595e-10,1.4024818649555208e-8
WBGene00020295,200.233497363443,-1.395307348567259,0.3429331539634421,9.219887060147468e-6,8.752609593797743e-5
WBGene00004493,34542.77993721391,-0.427558911392531,0.32950203686279944,0.16310327780258502,0.31488221466413496
WBGene00044789,1444.5840895281087,-0.3835863235855277,0.35619413762631225,0.24131602770962463,0.4101020438376289
WBGene00020300,288.2173768156034,-1.604099134056136,0.29005892818164764,3.6680515814299736e-9,7.928894027628974e-8
WBGene00001338,800.1272670193296,-0.8823858695386648,0.29275547384050954,0.0013802244068126534,0.006626627570722175
WBGene00020298,1535.916864849864,-0.7121252760955499,0.16819495627876835,1.586555147065498e-5,1.4147347603467878e-4
WBGene00045249,176.16011868496958,-0.4829539956951992,0.3727608842754396,0.15505340184836874,0.3039647946586493
WBGene00020297,29484.843407376076,-0.3531589209109096,0.44068640673766996,0.3612344029057992,0.5387520227380442
WBGene00020296,1240.8915850907756,-1.0324851069820948,0.35301417531559665,0.001414183950830527,0.006765490556936884
WBGene00001666,124.32642633025652,-0.9434793371817587,0.5943760465915588,0.04475661094433889,0.12114174228831853
WBGene00002187,2803.6639073714186,1.5332700392004812,0.26459673767983144,9.701504312936022e-10,2.3390575655009593e-8
WBGene00219270,1.516871679143486,0,1.204977691403499,1,NA
WBGene00165558,3.4099617654006438,1.079596823078213,1.2258595333840907,0.08015549245124587,0.18920330543755706
WBGene00020299,299.2181309578514,0.5593734765817844,0.33339384270235584,0.07064754231951266,0.17241080727494876
WBGene00001332,741.2517747846205,-1.1883917781125148,0.2919050205293209,1.4911067470013983e-5,1.3391477308552196e-4
WBGene00000913,1751.2193389404695,-0.8764342043702322,0.3021447652974568,0.0020008436283371995,0.009115079966697902
WBGene00022046,7286.400303797545,-1.2572082407664988,0.4297623595149145,8.69299057206824e-4,0.004466819461450583
WBGene00022047,495.81744406646624,6.04732133595915,0.49648796315664684,3.155007760790594e-35,1.9139701919170293e-32
WBGene00002041,1721.4121284279934,4.25038846686803,0.6886752638917095,5.694855652221161e-11,1.7163053749306275e-9
WBGene00022045,679.0468961948828,0.10296045491974895,0.2844219660315059,0.7027458698611686,0.8254668426134042
WBGene00022044,1010.718850559859,0.37239773105088875,0.26575990605058786,0.142107977082736,0.28622497772495803
WBGene00235263,4.210725115896402,0.10848254195584918,0.7794887525222836,0.8299898349393131,0.9162379407180936
WBGene00235264,1.2587145347718387,0.7938071650131203,1.3502599660811652,0.158583551258599,NA
WBGene00019772,676.2220109284866,-1.2727367151177593,0.6929236209977114,0.013475366159253878,0.046134668849613765
WBGene00019773,8.647750285729192,-0.8835945571328835,0.8236280481537113,0.10361837219884167,0.22826170314683958
WBGene00019774,219.77441492337587,0.007687826122954234,0.6740247122249912,0.9874614645030098,1
WBGene00235265,0.5477429123462589,-0.20109726226824412,1.3661696002134942,0.6136314004960113,NA
WBGene00021011,294.8620578569443,0.7563488162467902,0.6667169358018118,0.12768378344448245,0.2646848800106853
WBGene00021012,1663.8137519851975,-1.2365402014263667,0.4410746380861311,0.0013236298416423487,0.006400664130091543
WBGene00000213,50.1636690006958,5.465549162298084,1.5274051206625772,4.212674673672306e-6,4.4382946730017586e-5
WBGene00021010,1.9009410231596002,-0.5469273776231627,1.1759652625621682,0.30280879052088655,NA
WBGene00021013,1.0339416890967177,-0.38979498071924445,1.1699560048191158,0.43995045944474465,NA
WBGene00001625,86.79731589884278,1.545850385832158,1.1115191709405199,0.01772063277612926,0.05774635591541967
WBGene00018924,31.443630074547304,0.8305648388622279,0.8422092196801275,0.1267482803157189,0.26355906231948356
WBGene00001165,922.0246493416406,-0.23334582363897494,0.6728000307669216,0.6340262045076875,0.7726976088375072
WBGene00197598,5.9542107692550275,0,1.0846392725428766,1,1
WBGene00197815,10.040824492167655,0.36176762518881317,1.1119792312978867,0.4769584119836038,0.6451150673017587
WBGene00219978,5.247351114148868,0,1.1251271197084836,1,1
WBGene00018925,763.8513492542783,1.6119153809895206,0.2495845619315059,1.204831106009716e-11,4.0031897137135547e-10
WBGene00001579,2910.7202184122584,0.22985209211847454,0.2817369876676346,0.3901462773281403,0.5674032086793755
WBGene00018926,35.55135213062325,0.7314904929295744,0.7309069102430205,0.1555069036509948,0.30447631904029954
WBGene00189987,5.239937888557705,-0.04600707631968624,0.8716135251875861,0.9276308544551254,0.9720500820759915
WBGene00015996,48.40016629916886,-0.051442232511208094,0.8445622543967437,0.9191664571469689,0.9667080398828697
WBGene00015994,1.4351502240662959,-0.13281784002139857,1.0765338930698054,0.7866217553926469,NA
WBGene00015997,0.3418678431849028,-0.0017649900609608697,1.4492072222526764,0.9952723154198903,NA
WBGene00044457,201.8599196127115,2.3663190117749977,1.181883082411844,0.001454671851659601,0.006939766322250243
WBGene00015998,3.549125868371001,0.20131353284763082,0.9459661199962638,0.6920262291868771,0.8167594619109082
WBGene00015999,7.713845405835543,0.41558541345733147,0.6887933782823512,0.40274675140157756,0.5789676965951741
WBGene00000676,3.0712114818207223,-0.534870058877487,1.1614646529087986,0.31291164759409734,NA
WBGene00002140,290.80439440733215,-0.6802099270513559,0.58576310398641,0.14326326380873858,0.2875807833470321
WBGene00015993,1041.6734891844246,0.9655271957529274,0.93210159478152,0.0897060130276101,0.20575817550887127
WBGene00015497,81.50551099734103,-0.2189938499913292,0.4175166338330429,0.5557016499589744,0.7092314373348133
WBGene00019665,169.60793542526986,0.6482361903824854,0.674981741099964,0.1923568484435515,0.353227029243047
WBGene00019658,255.29628105505054,-0.2158421794649725,0.3443134697535387,0.497853787192533,0.6622420670610987
WBGene00004427,55305.223183397655,-0.44035562436944264,0.35165072866876357,0.17387577805641802,0.32868189552257876
WBGene00044948,2.1610751255779093,0.39140141535475426,1.0814042720829622,0.4478877912957517,NA
WBGene00019664,2584.553908638485,0.45480857898098737,0.2905010957600839,0.09775739387161023,0.21911040827385445
WBGene00023106,3.3278549801726767,0.8286175369137809,1.0352341229959132,0.14596373199600773,NA
WBGene00019663,1010.3878710380156,0.48404314062845843,0.4578613377299801,0.22331708283842183,0.3891494681115049
WBGene00019662,3.962024766933559,-0.3544098771979354,0.9696402849979728,0.49398590615035737,0.6590869010031325
WBGene00044723,103.19985228678605,5.219746974570293,1.3750329607189504,2.8382851743988956e-6,3.125119169972902e-5
WBGene00019659,45.41126740282923,1.0695252154045534,1.0896159798074116,0.07566517134737515,0.1814073447678145
WBGene00019660,413.34491374794663,2.6682149225315666,1.0161336170675581,1.7742467626758173e-4,0.0011422966319370566
WBGene00044458,15.617298713230879,2.441755353383364,1.7713693387628897,0.005247629156119535,0.020768739734253475
WBGene00019661,235.1689690318847,1.4475706635862162,0.8663684560630271,0.012689895154863745,0.04393338885905147
WBGene00018256,1347.0264023123673,0.5282623346450537,0.795287388046535,0.3100901148956738,0.4871401470827868
WBGene00235287,2.583960134021972,0.41175331669420856,0.9592703479915476,0.4314463382413156,NA
WBGene00021950,633.8908163522334,0.7949396909945197,0.6000946281779928,0.09188193011107071,0.20952020143902544
WBGene00021949,2.634326347660167,-0.2371869094116886,1.0352951416349083,0.6376916168892073,NA
WBGene00044460,19.731770523522187,-0.39595213511517124,0.7924515228636395,0.44145448917639246,0.6144673970665078
WBGene00044459,275.2263161666491,-0.5439406593714537,0.598205039198116,0.2461353527064159,0.41572996878183166
WBGene00021951,7.216793955459856,0.15428169361816002,1.0144926984469074,0.7576959108157686,0.8658461018898551
WBGene00219763,8.246552025954486,0.04268161415402979,0.9483964228722931,0.9323212659596771,0.9745745296026067
WBGene00021948,1090.2355565486748,-0.3688700662122281,0.5091265073517923,0.3877016223668518,0.5651263199682787
WBGene00196878,1.508995598051638,0,1.2553768657815156,1,NA
WBGene00194844,1.4626586199169305,-0.19255947150380048,1.1734348641296535,0.6859371339133158,NA
WBGene00021947,4.895928159311174,0.13348026717525924,0.9860732041899535,0.7902786429988004,0.8883431058120406
WBGene00001788,131.55295146063125,0.05388231927341711,0.6272240343022757,0.9099783561611994,0.9613534613767493
WBGene00000677,7973.179711454828,0.23193614855868386,0.7270784107220073,0.643458829450986,0.7798973154585744
WBGene00018928,589.7192125678647,0.19322264214568186,0.5728255767270544,0.6724589925141549,0.8021734102899586
WBGene00018929,6.985518143840647,-0.7795327656298752,1.0136791598451926,0.1660254292377901,0.3186969707304155
WBGene00018933,0.7562404499940847,-0.16855183858022432,1.2987128875067493,0.6948237722131447,NA
WBGene00018932,933.5947857927953,-0.47171711231521174,0.22083481970103927,0.027372718505630514,0.08193082034328941
WBGene00018931,748.6691768668597,6.058333086944546,0.977323773929962,2.897577314794586e-11,9.17371026633451e-10
WBGene00199691,2.493909703028786,0,1.1105438534784213,1,NA
WBGene00004824,1017.2910207802472,-1.3395020662553978,0.29916184630707043,1.726275517678075e-6,2.012668157808672e-5
WBGene00197041,5.211969128764389,-1.172769675541381,1.3107554128944363,0.06538203415018423,0.16279286829450082
WBGene00200616,4.843802168426357,-0.062139555035015615,0.9584856356442747,0.901503001708047,0.9572758728096876
WBGene00018930,39.523790654586676,0.057324855954924425,0.6281094852529977,0.9043100972760403,0.9584341574263533
WBGene00018935,851.5372406974193,-0.913686068935878,0.2090656726534027,6.592726005207064e-6,6.566885871500214e-5
WBGene00018934,1732.1958997889908,-0.6714833205798311,0.24864717129030314,0.004862490699257033,0.0194644529779114
WBGene00001154,985.3104856306917,0.15332304287935591,0.2963795415164974,0.5837495829670927,0.733039173162336
WBGene00021935,965.8118264277074,-0.6461334991094826,0.23322074468561976,0.0040518528076221435,0.016646244573098535
WBGene00185088,213.46378098878503,-0.904055122404675,0.35650868640883826,0.0056266206729021035,0.022005516639630768
WBGene00235283,0.9789102992783465,-0.05943896678353325,1.090592976298528,0.9024603118531667,NA
WBGene00021936,1286.514906956992,-0.5075161377787519,0.2651681190886868,0.04489086005896166,0.12143520055650647
WBGene00220183,0.8698448278151163,-0.02010419196857108,1.3872050679476002,0.9553569366526028,NA
WBGene00021942,150.51069104414162,-0.16652210974321938,0.37766673769208625,0.6279529720555346,0.7677838627187039
WBGene00044742,117.62543084316947,-1.5114762840050613,0.3643681436651997,4.803887504027188e-6,4.9775156143655816e-5
WBGene00021943,590.6419190476436,0.04939513763165481,0.4621953752949401,0.9018046982413916,0.9572894081693165
WBGene00021941,172.34758324228304,0.0726196168144931,0.5910685339186057,0.8756494960526223,0.9455365424187883
WBGene00021945,1073.82086719062,-0.5687007533213534,0.4047054875960939,0.11660721680774881,0.24848898802113586
WBGene00044757,95.29431054973126,3.169482925400576,0.7173038342422426,1.5844431486817567e-7,2.406868970445001e-6
WBGene00021939,1348.5913053617874,0.700746158441128,0.834392329630371,0.1904594091080718,0.3506048989512919
WBGene00201671,0.22936666683772086,0,1.449652571295549,1,NA
WBGene00021938,1586.9424284850045,-1.2284787809868207,0.2034914047160244,4.814847737373494e-10,1.2252777611508244e-8
WBGene00196995,0.7816433133658173,0,1.423270202293296,1,NA
WBGene00196058,0.6908413358653434,0,1.449652571295549,1,NA
WBGene00007007,4676.719168374898,1.0844995027558253,0.3342086643706688,4.450639926189526e-4,0.0025233263325872843
WBGene00016649,0.8648141338350621,0.7110629956732243,1.4185460647969577,0.17883756627217978,NA
WBGene00045301,0.505021379573208,0.12712322126628497,1.3679271803256399,0.7403296784464966,NA
WBGene00016648,0.4632055963293908,0.08676764983270667,1.298637802221951,0.8364523346513202,NA
WBGene00045300,0.512170022585759,-0.031453439773374746,1.294830569755485,0.9401892957700443,NA
WBGene00016647,7.285955170269345,2.3166720516324277,0.910721467287248,3.086939339868213e-4,0.0018433091738118974
WBGene00045299,10.108296820059365,1.6447810245614296,1.0409434410968261,0.010477195678903454,0.03738543846397976
WBGene00016646,65.55914295434609,2.8042547434043956,0.7934947808950665,6.267060014155813e-6,6.289131837044516e-5
WBGene00045298,10.262935855624411,2.367168225050676,1.0527254622855986,7.24226808869423e-4,0.0038162915517064673
WBGene00019073,9.512135175926016,3.2985621869622004,1.0036181597635847,1.670552314823077e-5,1.4742565383652175e-4
WBGene00019072,0.6047421640476234,0.08972825006817421,1.2174524075474387,0.8434281079959141,NA
WBGene00271786,28.504969230912955,3.1822537236653363,0.9699548650252485,1.6732327917777328e-5,1.4758605188356828e-4
WBGene00019070,40.95350975317692,-1.0303675362768447,0.6291882405205328,0.033972351721722915,0.0975246598196796
WBGene00019069,164.9498284494061,0.18598498248844259,0.6447997883333396,0.6997899320626311,0.8232359228305918
WBGene00019067,137.38818418508188,0.7746785709366252,0.6543016976263165,0.1157500674950792,0.24711042902854574
WBGene00019068,485.63263722033713,5.517900267864803,0.7294585197161623,3.949266831506e-15,2.230327688687743e-13
WBGene00004047,4559.031830782968,0.4095465232272152,0.301040681149224,0.14857075340878462,0.2946802618807891
WBGene00043705,111.73673703874387,-1.8487741684290235,0.4543730183291053,2.576782888718132e-6,2.870792595096753e-5
WBGene00002278,939.7264934374316,-0.4634108908752608,0.2909612109085406,0.09201955809894886,0.2097599769222827
WBGene00021923,402.81682145436247,-0.6740114388294522,0.25047608345520916,0.004989066463827519,0.019903348306902914
WBGene00021925,385.3243753048431,-0.3988007109729454,0.3016405227941918,0.16026572734701294,0.3111021127671269
WBGene00021926,1047.172234318554,-0.15631901001052242,0.1874146674875084,0.39352588742122696,0.5704214458797282
WBGene00021922,1544.4257865755098,-0.060632569572761,0.24583915057448655,0.7975654590713087,0.8933835263145531
WBGene00021921,2983.5176531102397,-0.5154419197830109,0.3683590791367767,0.125387834526553,0.2615688980705886
WBGene00021927,669.5204818093692,0.9627783971328944,0.409748904984624,0.008332517667263197,0.03090146465205121
WBGene00219762,0.7723307813239803,0,1.3482117631643715,1,NA
WBGene00021928,217.9911689937345,-0.255054634540273,0.42226863409345344,0.4962093268553518,0.6609329698166828
WBGene00005903,11.858682811636433,-6.09513037735807e-4,0.8775658440584697,0.9990391926409417,1
WBGene00219399,51.80648070494527,-1.8868471022328819,0.6986607839183835,3.699175964496641e-4,0.002153101305735804
WBGene00021929,1912.9298940581346,-0.702932940714456,0.2266962391292232,0.0013226037985838064,0.006398993320341411
WBGene00021930,3154.616805403193,-0.5625471879644554,0.28738973759802844,0.03856629034763933,0.10796035371802697
WBGene00021920,1116.322390526524,-0.6352759829334494,0.21043384942327678,0.0018686349274950609,0.008588813815341025
WBGene00021931,299.8152737347543,-0.1101160018806048,0.6736713648401291,0.8219766231745339,0.9107996921647588
WBGene00000816,1694.5853179119417,-0.6341204959486745,0.2634854985554752,0.011668785362858139,0.041009750987462186
WBGene00021934,8430.443694502317,-0.527916547657228,0.2711244315719586,0.04085250021031951,0.11306432950040746
WBGene00196098,0.8653531697084157,0,1.3366545026030052,1,NA
WBGene00021933,1706.6937068392258,0.5274555765701723,0.26514686332549914,0.03708685971691075,0.1044251360736972
WBGene00021932,523.0759751687017,-0.39866922563329077,0.22514945716334087,0.06713879017301,0.1663082307683912
WBGene00044462,13.376252665557608,-0.44120236805518126,0.7383518788513952,0.3850329875389271,0.5627957689769207
WBGene00016637,10.383330630415406,-0.7130763761685412,0.7411409657345492,0.16783159126913771,0.32088663129396133
WBGene00003893,33538.112317264306,-0.9549612083191612,0.4764307469229891,0.019287011530676662,0.061938445841172356
WBGene00005905,4.431329453270465,0.6267115324430351,0.9377501639557344,0.2475471111603549,0.4174471818939772
WBGene00005904,4.419345295948694,0.7247440859879223,0.8132298028994354,0.17379825067146565,0.328632475028065
WBGene00016638,10.96375936665817,-0.14117718926796408,0.9224580501416411,0.7805555793424773,0.8817352369722866
WBGene00016636,8.012536139795317,-0.0692701582649134,0.8550609700939017,0.891339372216928,0.9525034336831949
WBGene00016639,16.249735380360598,-0.0756685930047511,0.6327963105963084,0.874300993937792,0.9445802777958521
WBGene00016797,62.19144737594897,0.859551128061384,0.7676394656872635,0.1039918081613437,0.22883513067940037
WBGene00023257,0.7409872085034255,0,1.3882974642679158,1,NA
WBGene00016798,3.4266039519283185,0,1.1809148840425434,1,1
WBGene00219437,0.8430530136265664,-0.026560549517438407,1.334251661542142,0.9466566915100894,NA
WBGene00016796,398.31674604561266,-1.0038616598843038,0.5360621811879429,0.023069853624112093,0.07134544766568854
WBGene00022426,648.6617281706452,-1.0270096822193064,0.3221543661907604,6.044611973890571e-4,0.003265583820194946
WBGene00022428,211.69684566739656,-1.2582391478959032,0.29068884301812464,4.1401318414524005e-6,4.371663077504427e-5
WBGene00198533,0.647542805650703,-0.07163323497252885,1.4251572784895652,0.8273036515484049,NA
WBGene00197287,0.7478727525023298,-0.02746915803093562,1.326879068170141,0.9454514787621346,NA
WBGene00007020,402.02015278137264,-0.7808043833951214,0.27517249335205923,0.0028010588595123215,0.012155054657775988
WBGene00196875,1.5994005426819087,0.2868507121190614,1.1803356560357703,0.5556068894498369,NA
WBGene00022427,2277.865772690779,-0.33150856264564504,0.34237238308093787,0.2953586814963221,0.4714007777492857
WBGene00001104,555.3121986758994,-0.7889928188374664,1.1410114886542122,0.1668572223090832,0.31986920721148
WBGene00023163,19.364656485633798,0.24988271599474537,1.0175552306996962,0.6217028352184388,0.7634318832886274
WBGene00001103,123.68168325390779,0.23727224256117038,0.7960679738595496,0.6412090816628554,0.7785252753406714
WBGene00021123,213.59685124108913,1.7350688580290665,0.5555208691663279,1.3354360194128042e-4,8.991840236690725e-4
WBGene00044463,160.10572670027656,0.7576563556083972,0.8418697775255148,0.1603788733631783,0.31119326170738043
WBGene00021122,6.68761934201787,0.626294966833129,0.9134467482255628,0.24610467353813736,0.4157230297815693
WBGene00021121,444.0491099003828,2.7022755350114838,0.9935973377296854,1.2786797921622906e-4,8.65167066928991e-4
WBGene00021120,2.986368254262339,-0.022723532528359888,0.9628067884548914,0.9638373513755697,NA
WBGene00009521,2531.107898977663,0.07976432646452299,0.17683985950411593,0.6453441358998353,0.7815275819262221
WBGene00044908,18.487097081177254,3.6584094058361916,1.7216579008436383,4.284533786025535e-4,0.0024446281061892053
WBGene00009522,61.18979540320342,5.05285991154119,1.0147849769086825,3.6443014127392374e-8,6.45336462975274e-7
WBGene00009523,72.53131801733731,5.98001559150374,0.9753325817328478,4.710716593401219e-11,1.4451832994372483e-9
WBGene00009524,4.0716293324992074,2.123384146923276,1.6176090464523631,0.008719327854383204,0.03214579094874153
WBGene00009518,170.36132168428517,4.898249373609178,1.035726651355955,1.1161719944960639e-7,1.756546487739998e-6
WBGene00009519,5.308718763935543,1.3062531200403575,1.1984110411544435,0.04233310914724333,0.11643592278314745
WBGene00009517,14.971982778660571,4.4904690940244345,1.4470941849710788,2.7606900176097013e-5,2.2891330013742524e-4
WBGene00009520,2.86795485233396,0.8319753642800575,1.4011216579622008,0.14129444574300373,NA
WBGene00009526,42.76405657824389,3.151029174358717,0.9045282324347355,7.86763266908263e-6,7.666253884703002e-5
WBGene00009525,2.0539109262498134,0.510009721881715,1.246638816409482,0.3213754931684657,NA
WBGene00009515,235.33322252591995,5.39678650380322,0.5717560751260385,4.714440716818789e-22,6.332840865749582e-20
WBGene00007476,627.2442767205968,-0.010057202537283401,0.2785528909154621,0.9697063864915568,0.9982099898385361
WBGene00022425,3092.49936890899,1.1518595285231557,0.2962854849967323,3.458484023191712e-5,2.7878375713734816e-4
WBGene00018776,4467.9801891449415,-0.8285490523557482,0.29427241379926933,0.002801234015037814,0.012155054657775988
WBGene00018778,6622.003839086514,-0.9240688472130788,0.37466192557923406,0.006573249481353146,0.0251202051912878
WBGene00018777,781.6807792620918,-0.595431339085455,0.23908296186289618,0.009656901591482112,0.03498510717191535
WBGene00023291,26.96854628240321,-0.9549069679782386,0.5667175333010072,0.03675429822305989,0.10365946796383686
WBGene00019054,3.134391426981154,0.43993630072896484,1.0455733893462402,0.40122881120587167,NA
WBGene00019053,1.0380327554775508,-0.1472663630613543,1.0969188863121468,0.7629023593157419,NA
WBGene00004338,931.4169039660643,-1.2406203217264282,0.3537780438508435,1.2501123163061713e-4,8.484161754043253e-4
WBGene00000678,1489.6340189679656,0.8860803662131849,0.7827520990915127,0.09673991233066423,0.2174617871151164
WBGene00000679,61.26752592032557,0.2614451043746589,0.8177780825057342,0.6091522454569198,0.7538218308073946
